cash_type,money,coffee_name,Date,Time
card,32.82,Cappuccino,8/8/2024,17:51.7
card,27.92,Americano with Milk,8/8/2024,25:59.3
card,32.82,Latte,8/9/2024,35:22.3
card,23.02,Americano,8/9/2024,53:34.6
card,23.02,Cortado,8/9/2024,13:07.5
card,27.92,Americano with Milk,8/9/2024,26:47.2
card,32.82,Latte,8/9/2024,28:08.7
card,23.02,Americano,8/9/2024,29:48.7
card,23.02,Americano,8/9/2024,56:27.7
card,32.82,Hot Chocolate,8/9/2024,03:06.6
card,32.82,Cappuccino,8/10/2024,36:44.6
card,27.92,Americano with Milk,8/10/2024,37:57.1
card,23.02,Cortado,8/10/2024,45:09.0
card,23.02,Cortado,8/10/2024,52:33.8
card,23.02,Americano,8/10/2024,54:23.5
card,32.82,Latte,8/10/2024,15:10.9
card,27.92,Americano with Milk,8/10/2024,33:12.5
card,32.82,Latte,8/10/2024,06:12.1
card,32.82,Cocoa,8/10/2024,16:48.6
card,32.82,Cocoa,8/10/2024,17:41.1
card,32.82,Cocoa,8/10/2024,37:41.5
card,32.82,Latte,8/11/2024,52:36.6
card,32.82,Latte,8/11/2024,53:43.6
card,27.92,Americano with Milk,8/11/2024,17:23.6
card,32.82,Cappuccino,8/11/2024,56:41.1
card,27.92,Americano with Milk,8/11/2024,57:41.3
card,23.02,Cortado,8/11/2024,20:19.6
card,32.82,Latte,8/11/2024,53:51.6
card,27.92,Americano with Milk,8/11/2024,55:14.9
card,32.82,Cocoa,8/11/2024,56:27.7
card,32.82,Cappuccino,8/11/2024,27:35.1
card,18.12,Espresso,8/11/2024,28:38.3
card,23.02,Cortado,8/11/2024,30:32.5
card,32.82,Latte,8/11/2024,41:09.1
card,32.82,Latte,8/11/2024,43:10.1
card,32.82,Cappuccino,8/11/2024,39:29.9
card,32.82,Hot Chocolate,8/12/2024,26:19.5
card,27.92,Americano with Milk,8/12/2024,15:04.8
card,23.02,Americano,8/12/2024,19:29.5
card,32.82,Latte,8/12/2024,20:23.6
card,32.82,Latte,8/12/2024,44:28.4
card,18.12,Espresso,8/12/2024,04:03.4
card,27.92,Americano with Milk,8/12/2024,05:06.9
card,27.92,Americano with Milk,8/12/2024,33:33.1
card,27.92,Americano with Milk,8/12/2024,05:04.8
card,27.92,Americano with Milk,8/12/2024,25:49.4
card,32.82,Latte,8/12/2024,37:38.0
card,32.82,Cappuccino,8/12/2024,58:20.1
card,32.82,Cappuccino,8/12/2024,59:18.5
card,27.92,Americano with Milk,8/13/2024,44:30.2
card,27.92,Americano with Milk,8/13/2024,14:21.6
card,27.92,Americano with Milk,8/13/2024,45:56.4
card,23.02,Cortado,8/13/2024,42:08.8
card,32.82,Latte,8/13/2024,59:47.6
card,27.92,Americano with Milk,8/13/2024,01:41.5
card,32.82,Latte,8/13/2024,45:39.7
card,32.82,Cappuccino,8/13/2024,47:56.7
card,27.92,Americano with Milk,8/13/2024,55:29.6
card,32.82,Latte,8/13/2024,29:34.5
card,32.82,Cocoa,8/13/2024,30:37.2
card,32.82,Cappuccino,8/13/2024,44:23.0
card,23.02,Cortado,8/13/2024,00:44.7
card,32.82,Latte,8/14/2024,35:48.1
card,32.82,Cappuccino,8/14/2024,36:55.6
card,23.02,Cortado,8/14/2024,09:29.1
card,18.12,Espresso,8/14/2024,39:07.9
card,23.02,Americano,8/14/2024,49:17.0
card,23.02,Americano,8/14/2024,51:04.9
card,32.82,Latte,8/14/2024,21:27.3
card,23.02,Americano,8/14/2024,24:22.8
card,23.02,Cortado,8/14/2024,10:03.7
card,27.92,Americano with Milk,8/14/2024,59:18.3
card,32.82,Latte,8/14/2024,34:51.7
card,23.02,Cortado,8/14/2024,35:48.5
card,32.82,Latte,8/14/2024,41:33.0
card,23.02,Cortado,8/15/2024,36:11.2
card,32.82,Cappuccino,8/15/2024,37:02.2
card,32.82,Hot Chocolate,8/15/2024,38:04.9
card,32.82,Latte,8/15/2024,38:49.7
card,32.82,Latte,8/15/2024,38:37.6
card,32.82,Latte,8/15/2024,48:13.6
card,23.02,Americano,8/15/2024,17:48.2
card,18.12,Espresso,8/15/2024,18:50.8
card,27.92,Americano with Milk,8/15/2024,53:52.2
card,32.82,Hot Chocolate,8/15/2024,10:58.2
card,27.92,Americano with Milk,8/15/2024,11:54.0
card,27.92,Americano with Milk,8/15/2024,41:30.2
card,23.02,Americano,8/15/2024,42:38.0
card,32.82,Cappuccino,8/15/2024,40:41.5
card,18.12,Espresso,8/15/2024,35:20.1
card,27.92,Americano with Milk,8/15/2024,36:11.0
card,32.82,Latte,8/16/2024,29:16.7
card,23.02,Americano,8/16/2024,54:17.5
card,27.92,Americano with Milk,8/16/2024,36:12.8
card,18.12,Espresso,8/16/2024,18:51.7
card,18.12,Espresso,8/16/2024,19:39.3
card,27.92,Americano with Milk,8/17/2024,16:53.5
card,32.82,Cappuccino,8/17/2024,18:09.0
card,27.92,Americano with Milk,8/17/2024,53:41.3
card,23.02,Cortado,8/17/2024,58:41.6
card,23.02,Cortado,8/17/2024,59:28.3
card,27.92,Americano with Milk,8/17/2024,18:40.2
card,23.02,Cortado,8/17/2024,31:54.8
card,32.82,Latte,8/17/2024,33:49.0
card,32.82,Cappuccino,8/17/2024,48:58.9
card,27.92,Americano with Milk,8/17/2024,18:56.8
card,32.82,Latte,8/17/2024,42:39.4
card,32.82,Cappuccino,8/18/2024,09:42.6
card,32.82,Cappuccino,8/18/2024,32:05.6
card,23.02,Cortado,8/18/2024,41:06.2
card,27.92,Americano with Milk,8/18/2024,56:01.3
card,32.82,Cappuccino,8/18/2024,31:40.9
card,27.92,Americano with Milk,8/18/2024,30:21.6
card,27.92,Americano with Milk,8/18/2024,24:10.8
card,27.92,Americano with Milk,8/18/2024,26:03.8
card,23.02,Americano,8/18/2024,27:17.6
card,23.02,Americano,8/18/2024,28:13.1
card,27.92,Americano with Milk,8/19/2024,09:49.0
card,27.92,Americano with Milk,8/19/2024,10:51.2
card,32.82,Latte,8/19/2024,21:12.1
card,32.82,Cocoa,8/19/2024,31:57.0
card,23.02,Cortado,8/20/2024,27:16.4
card,32.82,Latte,8/20/2024,29:14.9
card,18.12,Espresso,8/20/2024,49:47.5
card,23.02,Cortado,8/20/2024,50:36.3
card,27.92,Americano with Milk,8/20/2024,14:54.9
card,23.02,Americano,8/20/2024,09:55.6
card,23.02,Americano,8/20/2024,11:39.1
card,23.02,Americano,8/20/2024,12:31.2
card,32.82,Latte,8/20/2024,11:42:20
card,32.82,Latte,8/20/2024,42:40.9
card,32.82,Latte,8/20/2024,44:14.9
card,32.82,Latte,8/20/2024,45:12.3
card,32.82,Latte,8/20/2024,46:04.0
card,27.92,Americano with Milk,8/21/2024,59:13.1
card,23.02,Cortado,8/21/2024,40:27.4
card,23.02,Americano,8/21/2024,13:32.4
card,27.92,Americano with Milk,8/21/2024,38:44.5
card,23.02,Cortado,8/21/2024,51:41.4
card,32.82,Latte,8/21/2024,17:10.8
card,32.82,Latte,8/21/2024,42:03.5
card,23.02,Cortado,8/22/2024,22:26.3
card,27.92,Americano with Milk,8/22/2024,09:23.5
card,27.92,Americano with Milk,8/22/2024,47:59.4
card,32.82,Latte,8/22/2024,16:12.1
card,32.82,Latte,8/22/2024,26:58.3
card,32.82,Cappuccino,8/22/2024,07:07.4
card,23.02,Americano,8/22/2024,27:27.3
card,32.82,Latte,8/23/2024,43:16.1
card,23.02,Cortado,8/23/2024,21:48.1
card,32.82,Latte,8/23/2024,22:56.6
card,23.02,Americano,8/23/2024,33:38.7
card,23.02,Americano,8/23/2024,34:35.0
card,27.92,Americano with Milk,8/23/2024,14:52.0
card,32.82,Cocoa,8/23/2024,10:58.7
card,23.02,Americano,8/23/2024,11:55.5
card,23.02,Cortado,8/23/2024,39:12.3
card,32.82,Hot Chocolate,8/23/2024,12:59.4
card,23.02,Americano,8/23/2024,24:54.7
card,23.02,Americano,8/23/2024,28:52.8
card,32.82,Latte,8/23/2024,48:02.8
card,23.02,Cortado,8/24/2024,13:42.3
card,23.02,Cortado,8/24/2024,14:47.6
card,23.02,Cortado,8/24/2024,44:11.6
card,18.12,Espresso,8/24/2024,18:09.5
card,18.12,Espresso,8/24/2024,18:52.3
card,23.02,Americano,8/24/2024,19:49.2
card,23.02,Cortado,8/25/2024,14:37.4
card,23.02,Americano,8/25/2024,26:27.7
card,23.02,Americano,8/25/2024,27:36.4
card,32.82,Cappuccino,8/25/2024,24:22.3
card,32.82,Cappuccino,8/25/2024,41:42.7
card,32.82,Latte,8/25/2024,53:02.7
card,23.02,Cortado,8/26/2024,11:47.3
card,23.02,Americano,8/26/2024,16:09.6
card,23.02,Americano,8/26/2024,17:23.2
card,27.92,Americano with Milk,8/26/2024,21:36.7
card,32.82,Latte,8/26/2024,37:44.5
card,32.82,Cappuccino,8/26/2024,38:49.0
card,23.02,Americano,8/26/2024,45:13.2
card,23.02,Americano,8/26/2024,46:23.6
card,27.92,Americano with Milk,8/26/2024,53:27.8
card,32.82,Latte,8/26/2024,54:31.3
card,27.92,Americano with Milk,8/26/2024,55:39.9
card,32.82,Latte,8/27/2024,04:04.6
card,27.92,Americano with Milk,8/28/2024,08:18.8
card,32.82,Cappuccino,8/28/2024,10:04.1
card,23.02,Americano,8/28/2024,35:06.9
card,27.92,Americano with Milk,8/28/2024,48:35.2
card,23.02,Americano,8/29/2024,29:30.3
card,32.82,Latte,8/30/2024,13:30.5
card,27.92,Americano with Milk,8/30/2024,14:32.8
card,27.92,Americano with Milk,8/30/2024,15:35.4
card,23.02,Cortado,8/31/2024,08:32.5
card,27.92,Americano with Milk,8/31/2024,02:08.2
card,18.12,Espresso,8/31/2024,22:26.9
card,27.92,Americano with Milk,8/31/2024,29:54.6
card,23.02,Cortado,8/31/2024,33:39.9
card,23.02,Cortado,8/31/2024,34:32.9
card,23.02,Cortado,9/1/2024,34:15.2
card,32.82,Cappuccino,9/1/2024,11:24.7
card,27.92,Americano with Milk,9/1/2024,30:08.6
card,23.02,Americano,9/1/2024,32:22.0
card,27.92,Americano with Milk,9/1/2024,50:17.4
card,32.82,Latte,9/1/2024,57:33.9
card,27.92,Americano with Milk,9/1/2024,44:04.0
card,32.82,Latte,9/1/2024,20:46.3
card,32.82,Latte,9/1/2024,23:13.9
card,32.82,Latte,9/1/2024,24:49.7
card,32.82,Latte,9/2/2024,24:39.8
card,27.92,Americano with Milk,9/2/2024,50:17.6
card,32.82,Latte,9/2/2024,51:33.1
card,27.92,Americano with Milk,9/2/2024,58:47.1
card,32.82,Cappuccino,9/2/2024,09:43.9
card,32.82,Cocoa,9/2/2024,11:17.9
card,23.02,Americano,9/2/2024,52:32.0
card,23.02,Americano,9/2/2024,53:29.1
card,32.82,Cocoa,9/3/2024,22:15.4
card,32.82,Cappuccino,9/3/2024,28:12.4
card,32.82,Latte,9/3/2024,41:11.7
card,27.92,Americano with Milk,9/3/2024,03:12.5
card,32.82,Cappuccino,9/3/2024,04:11.8
card,32.82,Cocoa,9/3/2024,12:48.2
card,32.82,Cocoa,9/3/2024,13:33.7
card,27.92,Americano with Milk,9/3/2024,17:02.2
card,27.92,Americano with Milk,9/3/2024,20:17.2
card,32.82,Latte,9/3/2024,37:52.3
card,32.82,Cocoa,9/3/2024,38:56.4
card,23.02,Cortado,9/3/2024,56:53.4
card,27.92,Americano with Milk,9/3/2024,14:51.7
card,27.92,Americano with Milk,9/3/2024,16:17.3
card,27.92,Americano with Milk,9/3/2024,48:34.7
card,32.82,Latte,9/3/2024,11:12.3
card,27.92,Americano with Milk,9/3/2024,17:13.8
card,27.92,Americano with Milk,9/4/2024,11:21.6
card,32.82,Latte,9/4/2024,33:36.6
card,23.02,Americano,9/4/2024,48:03.5
card,27.92,Americano with Milk,9/4/2024,55:34.5
card,32.82,Latte,9/4/2024,53:31.3
card,32.82,Latte,9/4/2024,03:50.6
card,27.92,Americano with Milk,9/4/2024,05:16.1
card,32.82,Cappuccino,9/4/2024,03:46.9
card,27.92,Americano with Milk,9/4/2024,41:42.0
card,32.82,Latte,9/4/2024,19:35.6
card,27.92,Americano with Milk,9/5/2024,31:17.0
card,27.92,Americano with Milk,9/5/2024,28:56.2
card,23.02,Americano,9/5/2024,06:30.6
card,32.82,Latte,9/5/2024,00:27.7
card,32.82,Latte,9/5/2024,25:12.3
card,23.02,Americano,9/5/2024,38:50.4
card,27.92,Americano with Milk,9/5/2024,39:59.6
card,32.82,Cappuccino,9/5/2024,04:28.9
card,32.82,Cappuccino,9/5/2024,05:31.7
card,32.82,Cappuccino,9/5/2024,30:15.0
card,23.02,Americano,9/5/2024,54:24.4
card,32.82,Cappuccino,9/5/2024,55:31.4
card,27.92,Americano with Milk,9/5/2024,26:28.8
card,27.92,Americano with Milk,9/5/2024,27:30.0
card,32.82,Cappuccino,9/6/2024,25:33.9
card,32.82,Latte,9/6/2024,34:46.8
card,23.02,Americano,9/6/2024,54:41.9
card,18.12,Espresso,9/6/2024,50:39.9
card,32.82,Latte,9/6/2024,51:52.2
card,32.82,Hot Chocolate,9/6/2024,30:06.0
card,18.12,Espresso,9/6/2024,23:25.4
card,18.12,Espresso,9/6/2024,24:29.3
card,32.82,Latte,9/6/2024,00:12.0
card,32.82,Latte,9/6/2024,09:31.2
card,32.82,Latte,9/7/2024,48:57.0
card,23.02,Cortado,9/7/2024,52:03.0
card,23.02,Cortado,9/7/2024,53:03.6
card,23.02,Cortado,9/7/2024,54:41.6
card,27.92,Americano with Milk,9/7/2024,57:47.7
card,27.92,Americano with Milk,9/7/2024,59:02.3
card,23.02,Cortado,9/7/2024,00:19.7
card,23.02,Americano,9/7/2024,22:44.5
card,18.12,Espresso,9/7/2024,37:52.3
card,18.12,Espresso,9/7/2024,40:12.6
card,32.82,Latte,9/7/2024,53:32.2
card,27.92,Americano with Milk,9/7/2024,18:56.8
card,23.02,Americano,9/7/2024,20:00.0
card,18.12,Espresso,9/7/2024,20:57.1
card,32.82,Latte,9/7/2024,55:08.5
card,23.02,Americano,9/7/2024,20:01.0
card,18.12,Espresso,9/7/2024,20:59.3
card,32.82,Cocoa,9/7/2024,35:04.9
card,32.82,Latte,9/7/2024,36:05.1
card,32.82,Latte,9/7/2024,37:15.5
card,32.82,Latte,9/7/2024,13:51.7
card,32.82,Latte,9/7/2024,14:59.2
card,23.02,Cortado,9/8/2024,15:40.8
card,23.02,Cortado,9/8/2024,18:17.0
card,23.02,Cortado,9/8/2024,19:12.4
card,23.02,Cortado,9/8/2024,05:56.1
card,23.02,Cortado,9/8/2024,43:28.0
card,23.02,Americano,9/8/2024,13:32.9
card,32.82,Latte,9/9/2024,51:13.6
card,32.82,Cappuccino,9/9/2024,53:51.6
card,27.92,Americano with Milk,9/9/2024,55:21.6
card,32.82,Latte,9/9/2024,56:37.7
card,32.82,Latte,9/9/2024,49:50.7
card,32.82,Hot Chocolate,9/9/2024,50:51.7
card,32.82,Latte,9/9/2024,59:10.7
card,27.92,Americano with Milk,9/9/2024,11:36.1
card,27.92,Americano with Milk,9/9/2024,12:50.6
card,32.82,Latte,9/9/2024,29:49.2
card,18.12,Espresso,9/9/2024,06:59.7
card,32.82,Latte,9/9/2024,12:13.8
card,23.02,Americano,9/9/2024,13:24.5
card,32.82,Latte,9/9/2024,24:10.4
card,32.82,Latte,9/9/2024,13:46.3
card,32.82,Cappuccino,9/9/2024,07:36.2
card,32.82,Latte,9/9/2024,13:43.5
card,32.82,Hot Chocolate,9/10/2024,12:02.4
card,32.82,Cappuccino,9/10/2024,32:46.8
card,23.02,Cortado,9/10/2024,21:54.4
card,23.02,Cortado,9/10/2024,23:05.9
card,32.82,Cappuccino,9/10/2024,43:41.8
card,27.92,Americano with Milk,9/10/2024,45:22.6
card,32.82,Latte,9/10/2024,02:43.0
card,32.82,Latte,9/10/2024,03:53.3
card,27.92,Americano with Milk,9/10/2024,29:34.6
card,23.02,Americano,9/10/2024,30:27.0
card,32.82,Latte,9/11/2024,47:22.3
card,27.92,Americano with Milk,9/11/2024,28:46.8
card,32.82,Latte,9/11/2024,52:09.2
card,32.82,Cappuccino,9/11/2024,53:12.5
card,27.92,Americano with Milk,9/11/2024,13:14.9
card,32.82,Latte,9/11/2024,14:18.9
card,32.82,Latte,9/11/2024,15:19.4
card,23.02,Cortado,9/11/2024,01:34.2
card,18.12,Espresso,9/12/2024,57:25.6
card,27.92,Americano with Milk,9/12/2024,58:19.8
card,27.92,Americano with Milk,9/12/2024,27:36.1
card,32.82,Cappuccino,9/12/2024,08:22.2
card,23.02,Cortado,9/12/2024,31:07.0
card,23.02,Cortado,9/12/2024,32:23.0
card,23.02,Cortado,9/12/2024,37:20.4
card,23.02,Cortado,9/12/2024,38:09.7
card,32.82,Latte,9/12/2024,01:25.2
card,23.02,Americano,9/12/2024,09:10.4
card,32.82,Cappuccino,9/12/2024,10:21.2
card,23.02,Cortado,9/12/2024,13:16.8
card,32.82,Latte,9/13/2024,56:53.8
card,32.82,Latte,9/13/2024,41:03.0
card,32.82,Latte,9/13/2024,54:15.8
card,32.82,Latte,9/13/2024,51:19.4
card,27.92,Americano with Milk,9/13/2024,38:18.9
card,27.92,Americano with Milk,9/13/2024,50:53.9
card,32.82,Cappuccino,9/14/2024,29:19.4
card,32.82,Cappuccino,9/14/2024,30:16.9
card,18.12,Espresso,9/15/2024,42:40.9
card,27.92,Americano with Milk,9/15/2024,49:38.7
card,23.02,Americano,9/15/2024,49:37.4
card,23.02,Cortado,9/15/2024,36:19.3
card,23.02,Cortado,9/15/2024,37:20.6
card,32.82,Cappuccino,9/15/2024,53:18.7
card,32.82,Latte,9/16/2024,32:22.9
card,27.92,Americano with Milk,9/16/2024,33:36.8
card,32.82,Latte,9/16/2024,23:19.3
card,27.92,Americano with Milk,9/16/2024,16:05.7
card,32.82,Latte,9/16/2024,18:03.3
card,32.82,Latte,9/16/2024,54:45.4
card,32.82,Latte,9/16/2024,56:05.3
card,27.92,Americano with Milk,9/16/2024,10:18.7
card,32.82,Latte,9/16/2024,11:32.5
card,27.92,Americano with Milk,9/16/2024,37:47.3
card,27.92,Americano with Milk,9/16/2024,38:48.7
card,23.02,Cortado,9/17/2024,54:57.9
card,32.82,Latte,9/17/2024,09:00.9
card,27.92,Americano with Milk,9/17/2024,37:37.6
card,23.02,Cortado,9/17/2024,42:31.5
card,32.82,Cappuccino,9/17/2024,10:03.8
card,27.92,Americano with Milk,9/17/2024,11:08.2
card,27.92,Americano with Milk,9/17/2024,34:56.8
card,18.12,Espresso,9/17/2024,38:33.8
card,27.92,Americano with Milk,9/17/2024,39:33.7
card,32.82,Latte,9/17/2024,44:15.2
card,27.92,Americano with Milk,9/17/2024,54:23.0
card,23.02,Cortado,9/17/2024,55:31.2
card,32.82,Cappuccino,9/17/2024,29:37.2
card,32.82,Latte,9/17/2024,31:00.7
card,32.82,Hot Chocolate,9/17/2024,54:23.8
card,27.92,Americano with Milk,9/17/2024,00:45.9
card,27.92,Americano with Milk,9/17/2024,03:53.3
card,32.82,Latte,9/17/2024,12:47.9
card,27.92,Americano with Milk,9/17/2024,13:59.7
card,27.92,Americano with Milk,9/17/2024,14:59.5
card,27.92,Americano with Milk,9/17/2024,31:57.4
card,32.82,Hot Chocolate,9/17/2024,19:36.0
card,32.82,Hot Chocolate,9/17/2024,20:19.5
card,32.82,Latte,9/18/2024,29:48.9
card,32.82,Latte,9/18/2024,34:19.7
card,27.92,Americano with Milk,9/18/2024,15:38.8
card,27.92,Americano with Milk,9/18/2024,18:21.6
card,27.92,Americano with Milk,9/19/2024,17:18.7
card,23.02,Cortado,9/19/2024,30:29.0
card,32.82,Latte,9/19/2024,01:30.6
card,23.02,Americano,9/19/2024,59:33.6
card,27.92,Americano with Milk,9/19/2024,00:33.6
card,23.02,Cortado,9/19/2024,45:42.4
card,27.92,Americano with Milk,9/20/2024,34:56.9
card,27.92,Americano with Milk,9/20/2024,46:15.4
card,27.92,Americano with Milk,9/20/2024,39:55.5
card,32.82,Latte,9/20/2024,03:29.6
card,23.02,Americano,9/20/2024,39:23.1
card,27.92,Americano with Milk,9/20/2024,31:36.6
card,27.92,Americano with Milk,9/20/2024,32:43.0
card,32.82,Latte,9/21/2024,01:14.9
card,32.82,Cocoa,9/21/2024,02:13.8
card,23.02,Cortado,9/21/2024,37:47.2
card,23.02,Cortado,9/21/2024,38:45.0
card,32.82,Cappuccino,9/21/2024,10:09.4
card,32.82,Latte,9/21/2024,36:13.6
card,32.82,Latte,9/21/2024,16:28.7
card,32.82,Latte,9/21/2024,17:30.7
card,23.02,Americano,9/21/2024,29:42.9
card,23.02,Americano,9/21/2024,30:38.9
card,32.82,Latte,9/21/2024,33:58.2
card,32.82,Latte,9/21/2024,35:30.2
card,27.92,Americano with Milk,9/21/2024,18:46.1
card,23.02,Americano,9/21/2024,19:50.1
card,23.02,Americano,9/21/2024,20:48.4
card,23.02,Americano,9/22/2024,32:54.2
card,27.92,Americano with Milk,9/22/2024,12:09.8
card,32.82,Latte,9/22/2024,13:08.6
card,23.02,Cortado,9/22/2024,06:26.3
card,23.02,Cortado,9/22/2024,07:36.4
card,27.92,Americano with Milk,9/22/2024,51:59.9
card,23.02,Americano,9/22/2024,55:12.9
card,27.92,Americano with Milk,9/22/2024,07:20.8
card,27.92,Americano with Milk,9/22/2024,28:14.7
card,27.92,Americano with Milk,9/22/2024,29:35.9
card,27.92,Americano with Milk,9/22/2024,33:34.6
card,32.82,Latte,9/22/2024,34:10.1
card,27.92,Americano with Milk,9/22/2024,35:24.2
card,32.82,Cocoa,9/22/2024,25:03.5
card,32.82,Latte,9/22/2024,19:10.1
card,32.82,Cappuccino,9/22/2024,20:35.6
card,27.92,Americano with Milk,9/22/2024,46:26.2
card,27.92,Americano with Milk,9/22/2024,47:35.1
card,27.92,Americano with Milk,9/22/2024,07:04.8
card,27.92,Americano with Milk,9/22/2024,08:14.8
card,32.82,Hot Chocolate,9/22/2024,54:04.1
card,32.82,Hot Chocolate,9/22/2024,54:54.5
card,23.02,Americano,9/22/2024,37:02.4
card,27.92,Americano with Milk,9/22/2024,37:58.4
card,27.92,Americano with Milk,9/23/2024,03:37.0
card,23.02,Cortado,9/23/2024,04:17.3
card,23.02,Americano,9/23/2024,11:04.4
card,27.92,Americano with Milk,9/23/2024,08:51.9
card,32.82,Cappuccino,9/23/2024,27:47.6
card,23.02,Americano,9/23/2024,48:30.4
card,32.82,Latte,9/23/2024,47:21.9
card,32.82,Cappuccino,9/23/2024,09:45.9
card,27.92,Americano with Milk,9/23/2024,13:30.5
card,27.92,Americano with Milk,9/23/2024,15:15.0
card,27.92,Americano with Milk,9/24/2024,33:32.6
card,32.82,Latte,9/24/2024,23:57.0
card,32.82,Latte,9/24/2024,24:54.8
card,32.82,Latte,9/24/2024,46:44.4
card,32.82,Latte,9/24/2024,47:49.4
card,32.82,Latte,9/24/2024,11:39.3
card,23.02,Cortado,9/24/2024,31:28.7
card,32.82,Cappuccino,9/24/2024,37:23.7
card,32.82,Latte,9/24/2024,38:48.3
card,23.02,Americano,9/24/2024,43:02.9
card,23.02,Americano,9/24/2024,43:54.1
card,32.82,Hot Chocolate,9/24/2024,15:50.4
card,32.82,Latte,9/24/2024,05:14.2
card,27.92,Americano with Milk,9/24/2024,06:32.4
card,27.92,Americano with Milk,9/24/2024,07:35.0
card,32.82,Cappuccino,9/25/2024,51:21.1
card,23.02,Cortado,9/25/2024,35:32.5
card,27.92,Americano with Milk,9/25/2024,51:15.2
card,32.82,Latte,9/25/2024,52:53.4
card,27.92,Americano with Milk,9/25/2024,54:51.5
card,27.92,Americano with Milk,9/25/2024,55:59.3
card,27.92,Americano with Milk,9/25/2024,36:37.2
card,27.92,Americano with Milk,9/25/2024,37:31.8
card,23.02,Americano,9/25/2024,34:41.3
card,27.92,Americano with Milk,9/25/2024,18:51.8
card,32.82,Latte,9/26/2024,43:35.0
card,27.92,Americano with Milk,9/26/2024,37:06.5
card,18.12,Espresso,9/26/2024,55:52.4
card,32.82,Cappuccino,9/26/2024,34:48.6
card,32.82,Latte,9/26/2024,48:01.4
card,32.82,Latte,9/26/2024,21:55.7
card,32.82,Latte,9/26/2024,45:15.1
card,23.02,Cortado,9/26/2024,46:17.6
card,27.92,Americano with Milk,9/26/2024,47:24.9
card,27.92,Americano with Milk,9/27/2024,29:45.6
card,23.02,Cortado,9/27/2024,33:44.0
card,32.82,Cappuccino,9/27/2024,41:04.7
card,27.92,Americano with Milk,9/27/2024,46:56.6
card,27.92,Americano with Milk,9/27/2024,35:00.3
card,32.82,Cappuccino,9/27/2024,20:31.1
card,32.82,Cappuccino,9/27/2024,25:05.3
card,23.02,Americano,9/27/2024,28:33.1
card,27.92,Americano with Milk,9/27/2024,33:52.5
card,32.82,Latte,9/27/2024,07:43.7
card,32.82,Latte,9/27/2024,08:58.2
card,32.82,Cappuccino,9/27/2024,37:45.9
card,32.82,Cappuccino,9/27/2024,40:53.8
card,32.82,Cappuccino,9/27/2024,18:13.3
card,32.82,Cappuccino,9/27/2024,19:14.3
card,27.92,Americano with Milk,9/27/2024,58:15.0
card,27.92,Americano with Milk,9/28/2024,06:45.5
card,27.92,Americano with Milk,9/28/2024,31:14.8
card,35.76,Latte,9/28/2024,25:47.3
card,35.76,Latte,9/28/2024,57:20.1
card,30.86,Americano with Milk,9/28/2024,26:16.7
card,35.76,Latte,9/28/2024,34:31.1
card,35.76,Latte,9/28/2024,38:36.5
card,35.76,Cappuccino,9/28/2024,16:36.8
card,35.76,Cocoa,9/28/2024,17:29.6
card,25.96,Cortado,9/28/2024,18:16.1
card,35.76,Hot Chocolate,9/28/2024,19:13.0
card,25.96,Americano,9/29/2024,48:45.0
card,35.76,Cappuccino,9/29/2024,50:05.3
card,35.76,Cappuccino,9/29/2024,51:03.3
card,35.76,Cappuccino,9/29/2024,52:23.0
card,30.86,Americano with Milk,9/29/2024,53:42.3
card,35.76,Latte,9/29/2024,35:43.4
card,25.96,Cortado,9/29/2024,50:58.4
card,35.76,Latte,9/29/2024,54:15.4
card,35.76,Latte,9/29/2024,55:21.6
card,35.76,Cappuccino,9/29/2024,02:27.3
card,35.76,Latte,9/29/2024,31:02.8
card,25.96,Cortado,9/30/2024,08:47.5
card,25.96,Cortado,9/30/2024,58:54.7
card,35.76,Hot Chocolate,9/30/2024,00:04.9
card,30.86,Americano with Milk,9/30/2024,01:09.2
card,25.96,Cortado,9/30/2024,05:18.4
card,30.86,Americano with Milk,9/30/2024,32:54.6
card,30.86,Americano with Milk,9/30/2024,45:44.5
card,35.76,Latte,9/30/2024,32:18.2
card,30.86,Americano with Milk,9/30/2024,53:14.1
card,25.96,Cortado,9/30/2024,54:17.6
card,35.76,Latte,9/30/2024,59:19.0
card,30.86,Americano with Milk,9/30/2024,00:42.1
card,30.86,Americano with Milk,9/30/2024,01:42.2
card,30.86,Americano with Milk,9/30/2024,41:07.5
card,35.76,Latte,10/1/2024,47:08.4
card,30.86,Americano with Milk,10/1/2024,48:30.8
card,30.86,Americano with Milk,10/1/2024,02:26.8
card,30.86,Americano with Milk,10/1/2024,03:47.1
card,30.86,Americano with Milk,10/1/2024,55:31.9
card,30.86,Americano with Milk,10/1/2024,12:48.4
card,30.86,Americano with Milk,10/1/2024,14:23.4
card,25.96,Americano,10/1/2024,17:35.0
card,30.86,Americano with Milk,10/1/2024,18:52.6
card,35.76,Hot Chocolate,10/1/2024,08:39.0
card,25.96,Americano,10/1/2024,41:54.5
card,35.76,Latte,10/1/2024,08:26.5
card,35.76,Latte,10/1/2024,23:11.5
card,35.76,Hot Chocolate,10/1/2024,24:14.3
card,35.76,Hot Chocolate,10/1/2024,03:22.1
card,35.76,Latte,10/2/2024,57:18.8
card,25.96,Cortado,10/2/2024,42:44.6
card,30.86,Americano with Milk,10/2/2024,19:17.1
card,35.76,Latte,10/2/2024,22:01.5
